Serviço;Cnpj;RazaoSocial;ValorMaximo;Periodicidade
Consulta a serviços de proteção de crédito;1073966;COOPERATIVA DE CRÉDITO RURAL DE ABELARDO LUZ - SULCREDI/CREDILUZ;20;Por evento
Consulta a serviços de proteção de crédito;14388334;PARANÁ BANCO S.A.;20;Por evento
Consulta a serviços de proteção de crédito;5597773;CREDISIS CREDIBRÁS COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO OESTE DE RONDÔNIA;20;Por evento
Consulta a serviços de proteção de crédito;1760242;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB NOSSACOOP;20;Por evento
Consulta a serviços de proteção de crédito;4902979;BANCO DA AMAZONIA S.A.;20;Por evento
Consulta a serviços de proteção de crédito;28195667;BANCO ABC BRASIL S.A.;20;Por evento
Consulta a serviços de proteção de crédito;7946216;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB UNIÃO SUDESTE;20;Por evento
Consulta a serviços de proteção de crédito;7599206;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.;19,9;Por evento
Consulta a serviços de proteção de crédito;1657678;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED;18;Por evento
Consulta a serviços de proteção de crédito;25387655;COOPERATIVA DE CRÉDITO CREDIVALE LTDA - SICOOB CREDIVALE;18;Por evento
Consulta a serviços de proteção de crédito;22749014;COOPERATIVA DE CRÉDITO DA REGIÃO CENTRAL DE MINAS LTDA. - SICOOB UNIÃO CENTRAL;18;Por evento
Consulta a serviços de proteção de crédito;74248949;COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO JOÃO DA BOA VISTA - CREDIVISTA;17;Por evento
Consulta a serviços de proteção de crédito;1699652;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUAXUPÉ LTDA. - SICOOB ACICREDI;17;Por evento
Consulta a serviços de proteção de crédito;1060307;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA. - SICOOB UNIÃO DOS VALES;15,75;Por evento
Consulta a serviços de proteção de crédito;92894922;BANCO ORIGINAL S.A.;15;Por evento
Consulta a serviços de proteção de crédito;1664968;COOPERATIVA  DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS UNIRONDÔNIA LTDA;15;Por evento
Consulta a serviços de proteção de crédito;7469260;COOPERATIVA DE CRÉDITO CREDIFIEMG LTDA. - SICOOB CREDIFIEMG;15;Por evento
Consulta a serviços de proteção de crédito;27348513;FINANCRED - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.;15;Por evento
Consulta a serviços de proteção de crédito;61820817;BANCO PAULISTA S.A.;15;Por evento
Consulta a serviços de proteção de crédito;7853842;UNIPRIME OURO - COOPERATIVA DE CRÉDITO DE OURO;15;Por evento
Consulta a serviços de proteção de crédito;71432926;COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE SAÚDE E DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUL DE MINAS LTDA. - UNICRED PROGRESSO;15;Por evento
Consulta a serviços de proteção de crédito;1551820;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO EXPRESSO PRINCESA DOS CAMPOS;15;Por evento
Consulta a serviços de proteção de crédito;3412878;COOPERATIVA DE CRÉDITO CREDIRAMA LTDA - SICOOB CREDIRAMA;15;Por evento
Consulta a serviços de proteção de crédito;65229254;COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI;15;Por evento
Consulta a serviços de proteção de crédito;33615055;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA;15;Por evento
Consulta a serviços de proteção de crédito;2929977;AGENCIA DE FOMENTO DO AMAPA S.A.;15;Por evento
Consulta a serviços de proteção de crédito;2144899;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DE RONDÔNIA   SICOOB OUROCREDI;15;Por evento
Consulta a serviços de proteção de crédito;26960328;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TOCANTINS LTDA;15;Por evento
Consulta a serviços de proteção de crédito;4388688;COOPERATIVA DE CRÉDITO SICOOB ENGECRED LTDA.;15;Por evento
Consulta a serviços de proteção de crédito;2335109;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;15;Por evento
Consulta a serviços de proteção de crédito;6975532;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO METROPOLITANA DE PORTO ALEGRE - CREDISIS/COOPESA;15;Por evento
Consulta a serviços de proteção de crédito;2072790;COOPERATIVA DE ECONOMIA CRÉDITO MÚTUO - SICOOB CREDSAÚDE;15;Por evento
Consulta a serviços de proteção de crédito;78834975;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;15;Por evento
Consulta a serviços de proteção de crédito;5503849;SF3 CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;15;Por evento
Consulta a serviços de proteção de crédito;3862898;COOPERATIVA DE ECONOMIA E CRÉDITO DE LIVRE ADMISSÃO DOS EMPREGADOS DOS CORREIOS LTDA. - SICOOB COOPERCORREIOS;15;Por evento
Consulta a serviços de proteção de crédito;23949522;COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;15;Por evento
Consulta a serviços de proteção de crédito;4181542;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT;15;Por evento
Consulta a serviços de proteção de crédito;14913919;COOPERATIVA DE CREDITO DO MERCADO IMOBILIÁRIO - SICOOB IMOB.VC;15;Por evento
Consulta a serviços de proteção de crédito;25420696;COOPERATIVA DE CRÉDITO CREDINACIONAL LTDA. - SICOOB CREDINACIONAL;14;Por evento
Consulta a serviços de proteção de crédito;30306294;BANCO BTG PACTUAL S.A.;14;Por evento
Consulta a serviços de proteção de crédito;65239402;COOPERATIVA DE CRÉDITO UNIÃO DO CENTRO OESTE DE MINAS LTDA. - SICOOB CENTRO UNIÃO;13,7;Por evento
Consulta a serviços de proteção de crédito;22753982;COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE;13;Por evento
Consulta a serviços de proteção de crédito;71243034;COOPERATIVA DE CRÉDITO CREDIJEQUITINHONHA LTDA. - SICOOB CREDIJEQUITINHONHA;12;Por evento
Consulta a serviços de proteção de crédito;25528753;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE DIVINÓPOLIS LTDA - SICOOB CREDIVERDE;12;Por evento
Consulta a serviços de proteção de crédito;41931221;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PITANGUI, PAPAGAIOS, MARAVILHAS E REGIÃO LTDA. - SICOOB CREDICOOP;12;Por evento
Consulta a serviços de proteção de crédito;556603;BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.;10;Por evento
Consulta a serviços de proteção de crédito;26178111;COOPERATIVA DE CRÉDITO UNIÃO CENTRO OESTE LTDA. - SICOOB UNIÃO CENTRO OESTE;10;Por evento
Consulta a serviços de proteção de crédito;8240446;COOPERATIVA DE CREDITO RURAL DE IBIAM - SULCREDI/IBIAM;10;Por evento
Consulta a serviços de proteção de crédito;20961629;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA VALE S.A LTDA. - SICOOB CREDIVALE;10;Por evento
Consulta a serviços de proteção de crédito;2794761;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DE VIÇOSA LTDA. - SICOOB UFVCREDI;10;Por evento
Consulta a serviços de proteção de crédito;4120633;COOPERATIVA DE CREDITO CLASSICA DO ESTADO DO RIO DE JANEIRO - SICOOB EMPRESAS RJ;10;Por evento
Consulta a serviços de proteção de crédito;71163315;COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS;10;Por evento
Consulta a serviços de proteção de crédito;71336432;SICOOB CREDIMED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA CIDADE DE UBERABA LTDA.;10;Por evento
Consulta a serviços de proteção de crédito;71238232;COOPERATIVA DE CRÉDITO DO CENTRO SUL MINEIRO LTDA. - SICOOB CENTRO SUL MINEIRO;10;Por evento
Consulta a serviços de proteção de crédito;17361536;COOPERATIVA DE CRÉDITO DA REGIÃO E COLAR METROPOLITANO DO VALE DO AÇO LTDA. - SICOOB COSMIPA;10;Por evento
Consulta a serviços de proteção de crédito;1667352;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;10;Por evento
Consulta a serviços de proteção de crédito;30949267;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE CHOCOLATES GAROTO LTDA. - CREDI-GAROTO;10;Por evento
Consulta a serviços de proteção de crédito;12384953;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JARAGUÁ DO SUL E REGIÃO - SICOOB CEJASCRED;10;Por evento
Consulta a serviços de proteção de crédito;22656789;COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;10;Por evento
Consulta a serviços de proteção de crédito;558456;BANCO CETELEM S.A.;10;Por evento
Consulta a serviços de proteção de crédito;5856736;COOPERATIVA DE ECONOMIA E CRÉDITO DE LIVRE ADMISSÃO LTDA. - SICOOB EMPRESARIAL;10;Por evento
Consulta a serviços de proteção de crédito;42880617;COOPERATIVA DE CRÉDITO DE TIROS E MATUTINA LTDA.- SICOOB CREDITIROS;10;Por evento
Consulta a serviços de proteção de crédito;80959612;COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;10;Por evento
Consulta a serviços de proteção de crédito;7441209;BANCO MONEO S.A.;10;Por evento
Consulta a serviços de proteção de crédito;24830879;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;10;Por evento
Consulta a serviços de proteção de crédito;62237425;BANCO FIDIS S/A;10;Por evento
Consulta a serviços de proteção de crédito;22760839;COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;10;Por evento
Consulta a serviços de proteção de crédito;14511781;BARI COMPANHIA HIPOTECÁRIA;10;Por evento
Consulta a serviços de proteção de crédito;19869338;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;10;Por evento
Consulta a serviços de proteção de crédito;2217068;COOPERATIVA DE CRÉDITO DOS CONTADORES, ADMINISTRADORES DE EMPRESAS, ECONOMISTAS E CORRETORES DE SEGUROS LTDA. - SICOOB CREDITABIL;10;Por evento
Consulta a serviços de proteção de crédito;1703620;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO DO CENTRO OESTE DE MINAS LTDA - SICOOB CREDESP;10;Por evento
Consulta a serviços de proteção de crédito;14046512;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA;10;Por evento
Consulta a serviços de proteção de crédito;41697103;COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;10;Por evento
Consulta a serviços de proteção de crédito;33466988;BANCO CAIXA GERAL - BRASIL S.A.;10;Por evento
Consulta a serviços de proteção de crédito;2254376;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE DORES DO INDAIÁ LTDA - COOPCREDI;10;Por evento
Consulta a serviços de proteção de crédito;2137018;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RORAIMA LTDA.;10;Por evento
Consulta a serviços de proteção de crédito;2935307;COOPERATIVA DE CRÉDITO SICOOB CREDSEGURO LTDA.;9;Por evento
Consulta a serviços de proteção de crédito;1727929;COOPERATIVA DE CRÉDITO UNICRED EVOLUÇÃO LTDA. - UNICRED EVOLUÇÃO;8,7;Por evento
Consulta a serviços de proteção de crédito;1009908;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED;8,5;Por evento
Consulta a serviços de proteção de crédito;66398496;COOPERATIVA DE CRÉDITO CREDIARA LTDA - SICOOB CREDIARA;8;Por evento
Consulta a serviços de proteção de crédito;78483310;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;8;Por evento
Consulta a serviços de proteção de crédito;25743311;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO;8;Por evento
Consulta a serviços de proteção de crédito;58160789;BANCO SAFRA S.A.;7,5;Por evento
Consulta a serviços de proteção de crédito;3620772;COOPERATIVA DE CRÉDITO MÚTUO DO CEARÁ - SICOOB CEARÁ;7;Por evento
Consulta a serviços de proteção de crédito;21670187;COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM;7;Por evento
Consulta a serviços de proteção de crédito;73398646;SOCIEDADE COOPERATIVA DE CRÉDITO COOPERE LTDA.  - SICOOB COOPERE;7;Por evento
Consulta a serviços de proteção de crédito;1330387;COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS;7;Por evento
Consulta a serviços de proteção de crédito;24048910;COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER;6,6;Por evento
Consulta a serviços de proteção de crédito;11970623;BANCO SENFF S.A.;6,59;Por evento
Consulta a serviços de proteção de crédito;66402207;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.;6;Por evento
Consulta a serviços de proteção de crédito;7502031;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO OESTE LTDA.;6;Por evento
Consulta a serviços de proteção de crédito;1796302;COOPERATIVA DE CRÉDITO UNICRED REGIÃO DOS VALES LTDA. - UNICRED REGIÃO DOS VALES;6;Por evento
Consulta a serviços de proteção de crédito;25353939;COOPERATIVA DE CRÉDITO CREDIALP LTDA - SICOOB CREDIALP;6;Por evento
Consulta a serviços de proteção de crédito;66259110;COOPERATIVA DE CRÉDITO CREDIBAM LTDA. - SICOOB CREDIBAM;5;Por evento
Consulta a serviços de proteção de crédito;50585090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;5;Por evento
Consulta a serviços de proteção de crédito;34265561;BMG LEASING S.A. ARRENDAMENTO MERCANTIL;5;Por evento
Consulta a serviços de proteção de crédito;19449602;COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER;5;Por evento
Consulta a serviços de proteção de crédito;9004796;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB CRED-ACILPA;5;Por evento
Consulta a serviços de proteção de crédito;6910457;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO;5;Por evento
Consulta a serviços de proteção de crédito;71069587;COOPERATIVA DE CRÉDITO CREDPLUS LTDA. - SICOOB CREDPLUS;5;Por evento
Consulta a serviços de proteção de crédito;8430732;SCB CRÉDITO SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;5;Por evento
Consulta a serviços de proteção de crédito;25683475;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO GRANDE LTDA. - SICOOB UBERABA;5;Por evento
Consulta a serviços de proteção de crédito;3102185;COOPERATIVA DE CRÉDITO DOS SERVIDORES DA UNIÃO, EMPRESÁRIOS, PROFISSIONAIS AUTÔNOMOS E LIBERAIS - SICOOB CENTRO NORDESTE;5;Por evento
Consulta a serviços de proteção de crédito;25387671;COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIÃO LTDA. - SICOOB CREDIPATOS;5;Por evento
Consulta a serviços de proteção de crédito;8253539;COOPERATIVA DE CRÉDITO RURAL DE SÃO MIGUEL DO OESTE - SULCREDI/SÃO MIGUEL;5;Por evento
Consulta a serviços de proteção de crédito;22724710;COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES;5;Por evento
Consulta a serviços de proteção de crédito;13178690;AGÊNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S.A.;5;Por evento
Consulta a serviços de proteção de crédito;61186680;BANCO BMG S.A.;5;Por evento
Consulta a serviços de proteção de crédito;804046;COOPERATIVA DE CRÉDITO CREDICAPI LTDA - SICOOB CREDICAPI;5;Por evento
Consulta a serviços de proteção de crédito;78862083;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS;4;Por evento
Consulta a serviços de proteção de crédito;86564051;COOPERATIVA DE CRÉDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;4;Por evento
Consulta a serviços de proteção de crédito;1572667;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ERECHIM LTDA;3;Por evento
Consulta a serviços de proteção de crédito;71297899;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;3;Por evento
Consulta a serviços de proteção de crédito;2179673;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED;2;Por evento
Consulta a serviços de proteção de crédito;5203605;COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA;2;Por evento
Consulta a serviços de proteção de crédito;9033698;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.;2;Por evento
Consulta a serviços de proteção de crédito;4013172;COOPERATIVA DE CRÉDITO SICOOB 3 COLINAS;1,92;Por evento
Consulta a serviços de proteção de crédito;59615005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;1;Por evento
Consulta a serviços de proteção de crédito;2000895;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER JUDICIÁRIO, DO TRIBUNAL DE CONTAS ESTADUAL E DEMAIS ÓRGÃOS PÚBLICOS MUNICIPAIS, ESTADUAIS E FEDERAIS NO ESTADO DO RIO DE JANEIRO LTDA. -;1;Por evento
Consulta a serviços de proteção de crédito;3017677;BANCO J. SAFRA S.A.;1;Por evento
Consulta a serviços de proteção de crédito;31746993;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ESTABELECIMENTOS HOSPITALARES DO SUL DO ESTADO DO ESPIRITO SANTO - SULCRED;0,01;Por evento
Consulta a serviços de proteção de crédito;38429045;FÊNIX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;0;-
Consulta a serviços de proteção de crédito;3183937;AGÊNCIA DE FOMENTO DO ESTADO DO AMAZONAS S.A. - AFEAM;0;-
Consulta a serviços de proteção de crédito;18846364;OMNI S.A. ARRENDAMENTO MERCANTIL;0;-
Consulta a serviços de proteção de crédito;3532415;BANCO ABN AMRO S.A.;0;-
Consulta a serviços de proteção de crédito;4261151;COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRANSFORMAÇÃO - CRESOL TRANSFORMAÇÃO;0;-
Consulta a serviços de proteção de crédito;7138049;LIGA INVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;0;-
Consulta a serviços de proteção de crédito;7097064;COOPERATIVA DE CRÉDITO SICOOB CONFIANÇA;0;-
Consulta a serviços de proteção de crédito;42873828;COOPERATIVA DE CRÉDITO AGROCREDI LTDA. - SICOOB AGROCREDI;0;-
Consulta a serviços de proteção de crédito;92228410;OMNI S.A. - CREDITO FINANCIAMENTO E INVESTIMENTO;0;-
Consulta a serviços de proteção de crédito;37678915;FIDD DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;0;-
Consulta a serviços de proteção de crédito;24933830;BB-BANCO DE INVESTIMENTO S/A;0;-
Consulta a serviços de proteção de crédito;1705236;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PROSPERAR LTDA. - UNICRED PROSPERAR;0;-
Consulta a serviços de proteção de crédito;2904125;COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA;0;-
Consulta a serviços de proteção de crédito;94243839;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED PIONEIRA;0;-
Consulta a serviços de proteção de crédito;3584906;AGÊNCIA DE FOMENTO DO PARANÁ S.A.;0;-
Consulta a serviços de proteção de crédito;10013534;COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL NORDESTE;0;-
Consulta a serviços de proteção de crédito;3502131;COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;0;-
Consulta a serviços de proteção de crédito;42272526;BNY MELLON BANCO S.A.;0;-
Consulta a serviços de proteção de crédito;26549311;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DO SUL DE MATO GROSSO, AMAPÁ E PARÁ - SICREDI INTEGRAÇÃO MT/AP/PA;0;-
Consulta a serviços de proteção de crédito;92875780;WARREN CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO LTDA.;0;-
Consulta a serviços de proteção de crédito;3428338;SICREDI CREDUNI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERV DAS INST PÚBLICAS DE ENSINO SUPERIOR DO ESTADO DA PARAÍBA E DAS DEMAIS INSTITUIÇÕES E ÓRGÃOS PÚBLICOS NO ESTADO DA PARAIBA LTDA.;0;-
Consulta a serviços de proteção de crédito;41180092;SICREDI EXPANSÃO - COOPERATIVA DE CRÉDITO;0;-
Consulta a serviços de proteção de crédito;7206072;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP;0;-
Consulta a serviços de proteção de crédito;60498557;BANCO MUFG BRASIL S.A.;0;-
Consulta a serviços de proteção de crédito;76461557;COOPERATIVA DE CRÉDITO RURAL COOPAVEL;0;-
Consulta a serviços de proteção de crédito;67341487;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TETRA PAK;0;-
Consulta a serviços de proteção de crédito;92856905;ADVANCED CORRETORA DE CÂMBIO LTDA;0;-
Consulta a serviços de proteção de crédito;19962468;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA ADVOCACIA E SERVENTUÁRIOS DO PODER JUDICIÁRIO NO ESTADO DO RIO GRANDE DO SUL - SICREDI COOABCRED RS;0;-
Consulta a serviços de proteção de crédito;4355489;COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA;0;-
Consulta a serviços de proteção de crédito;87780268;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;0;-
Consulta a serviços de proteção de crédito;94433109;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;0;-
Consulta a serviços de proteção de crédito;70119680;COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORDESTE - CENTRAL SICREDI NORDESTE;0;-
Consulta a serviços de proteção de crédito;60746948;BANCO BRADESCO S.A.;0;-
Consulta a serviços de proteção de crédito;2843443;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;0;-
Consulta a serviços de proteção de crédito;4332281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;0;-
Consulta a serviços de proteção de crédito;5463934;COOPERATIVA DE CREDITO CREDLIDER - SICOOB CREDLIDER;0;-
Consulta a serviços de proteção de crédito;7656500;BANCO KDB DO BRASIL S.A.;0;-
Consulta a serviços de proteção de crédito;88183173;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PARAMOUNT;0;-
Consulta a serviços de proteção de crédito;88325113;COOPERATIVA    DE    ECONOMIA    E    CRÉDITO   MÚTUO  MINUANO;0;-
Consulta a serviços de proteção de crédito;5439425;CREDISIS CAPITALCREDI - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ACRE LTDA;0;-
Consulta a serviços de proteção de crédito;3047549;COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES;0;-
Consulta a serviços de proteção de crédito;87963450;MAGNETIS - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;0;-
Consulta a serviços de proteção de crédito;4247370;COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI;0;-
Consulta a serviços de proteção de crédito;87900411;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO - SICREDI ESPUMOSO RS/MG;0;-
Consulta a serviços de proteção de crédito;17441197;ECONOMISA COMPANHIA HIPOTECÁRIA.;0;-
Consulta a serviços de proteção de crédito;33254319;BANCO LOSANGO S.A. - BANCO MÚLTIPLO;0;-
Consulta a serviços de proteção de crédito;3674133;COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP;0;-
Consulta a serviços de proteção de crédito;5983995;COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA COOPERAR - CRESOL COOPERAR;0;-
Consulta a serviços de proteção de crédito;2382755;COOPERATIVA DE CREDITO POTIGUAR - SICOOB POTIGUAR;0;-
Consulta a serviços de proteção de crédito;43180355;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0;-
Consulta a serviços de proteção de crédito;17607375;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DE UBERABA - COPERURA LTDA.;0;-
Consulta a serviços de proteção de crédito;259231;SICOOB UNIMAIS METROPOLITANA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;0;-
