Cnpj,RazaoSocial,ValorMaximo,Periodicidade
21110927,COOPERATIVA DE CRÉDITO CLÁSSICA DOS FUNCIONÁRIOS E PRESTADORES DE SERVIÇOS DAS EMPRESAS LIGADAS AO GRUPO EUCATUR LTDA. - SICOOB EUCRED,100,Por evento
61533584,BANCO SOCIETE GENERALE BRASIL S.A.,100,Por evento
6132348,LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.,80,Por evento
2641969,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC,50,Por evento
13220493,BR PARTNERS BANCO DE INVESTIMENTO S.A.,30,Por evento
81367880,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC,25,Por evento
19449602,COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER,20,Por evento
53236808,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB,20,Por evento
68987,COOPERATIVA DE CRÉDITO SICOOB ARACREDI LTDA - SICOOB ARACREDI,0,-
20833976,COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE TIMÓTEO LTDA. - COOPERTIM,0,-
71237184,COOPERATIVA DE CRÉDITO CREDIBELO LTDA. - SICOOB CREDIBELO,0,-
33923111,BRKB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0,-
88043187,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PROLEC GE BRASIL TRANSMISSÃO DE ENERGIA S.A.,0,-
5790149,CENTRAL COOPERATIVA DE CRÉDITO NO ESTADO DO ESPÍRITO SANTO - CECOOP,0,-
24933830,BB-BANCO DE INVESTIMENTO S/A,0,-
4350225,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO - CRESOL TRADIÇÃO,0,-
42272526,BNY MELLON BANCO S.A.,0,-
81607046,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC/PR/RS,0,-
9576849,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CERES E RIALMA LTDA,0,-
67341487,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TETRA PAK,0,-
4332281,GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.,0,-
4247370,COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI,0,-
3620772,COOPERATIVA DE CRÉDITO MÚTUO DO CEARÁ - SICOOB CEARÁ,0,-
59869560,COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO,0,-
694389,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS,0,-
9004796,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB CRED-ACILPA,0,-
59615005,PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0,-
26758433,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PETROLEIROS NO ESTADO DE MINAS GERAIS LTDA. - COPETRO,0,-
4751713,COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE RONDÔNIA - SICOOB CREDJURD,0,-
73279093,PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0,-
3732359,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO,0,-
92858380,CORRETORA GERAL DE VALORES E CÂMBIO LTDA,0,-
71146450,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM,0,-
71238232,COOPERATIVA DE CRÉDITO DO CENTRO SUL MINEIRO LTDA. - SICOOB CENTRO SUL MINEIRO,0,-
40434681,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0,-
3326437,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS,0,-
548980,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO SUGGAR LTDA.,0,-
34148882,COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA - SICOOB CENTRAL BA,0,-
1582158,OPPORTUNITY DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,0,-
32648370,FAIR CORRETORA DE CAMBIO S.A.,0,-
7512441,"HS FINANCEIRA S/A CREDITO, FINANCIAMENTO E INVESTIMENTOS",0,-
67030395,TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0,-
106180,"CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON",0,-
8143326,COOPERATIVA DE CRÉDITO DOS MÉDICOS E PROFISSIONAIS DE SAÚDE DE SÃO LUÍS - SICREDI SÃO LUÍS,0,-
23010182,GOOD CORRETORA DE CÂMBIO LTDA,0,-
9403026,COOPERATIVA DE CRÉDITO CENTRO LESTE NORTE MARANHENSE - SICOOB CENTROLESTE,0,-
24048910,COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER,0,-
46570800,ALFA ARRENDAMENTO MERCANTIL S.A.,0,-
2853045,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA,0,-
2179673,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED,0,-
4622657,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA GERAÇÕES - CRESOL GERAÇÕES,0,-
336036,COINVALORES CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS LTDA.,0,-
12384953,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JARAGUÁ DO SUL E REGIÃO - SICOOB CEJASCRED,0,-
1637949,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA,0,-
57598120,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO TELEFÔNICA,0,-
9210106,SOCRED S.A. - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE,0,-
52937216,BEXS CORRETORA DE CÂMBIO S/A,0,-
881829,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JABOTICABAL - COOPERSERV,0,-
558456,BANCO CETELEM S.A.,0,-
1062439,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA COMIGO,0,-
6077760,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA RICLAN,0,-
2541707,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE CERÂMICA - COOPASPACER,0,-
29030467,SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO,0,-
40333582,PROSEFTUR CORRETORA DE CAMBIO S.A,0,-
69136075,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNESP - COOPUNESP,0,-
81016131,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO,0,-
75174953,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO VOTORANTIM LIMITADA.,0,-
3645752,COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG,0,-
971300,COOPERATIVA DE CREDITO E INVESTIMENTO COM INTERACAO SOLIDARIA PIONEIRA - CRESOL PIONEIRA,0,-
8742188,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO,0,-
25363615,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB COOPJUS LTDA.,0,-
17315359,SITA SOCIEDADE CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A,0,-
1788147,H.COMMCOR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0,-
11907520,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA,0,-
4866275,BANCO INBURSA S.A.,0,-
2641032,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.,0,-
7554076,CGD INVESTIMENTOS CORRETORA DE VALORES E CÂMBIO S.A.,0,-
2663426,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL NOROESTE,0,-
3609817,BANCO CARGILL S.A.,0,-
5477038,COOPERATIVA DE CRÉDITO NO PIAUÍ - SICOOB PIAUÍ,0,-
17312083,H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS,0,-
2885855,BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS,0,-
31597552,BANCO CLASSICO S.A.,0,-
3422007,COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES,0,-
8253539,COOPERATIVA DE CRÉDITO RURAL DE SÃO MIGUEL DO OESTE - SULCREDI/SÃO MIGUEL,0,-
47074323,SICOOB CREDICONSUMO - COOPERATIVA DE CRÉDITO,0,-
4414354,COOPERATIVA DE CRÉDITO MÚTUO DO ABC - COOPER 7,0,-
