Cnpj,RazaoSocial,ValorMaximo,Periodicidade
78825270,COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO,100,Por evento
69346856,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA,100,Por evento
11703662,TRAVELEX BANCO DE CÂMBIO S.A.,100,Por evento
13220493,BR PARTNERS BANCO DE INVESTIMENTO S.A.,100,Por evento
33466988,BANCO CAIXA GERAL - BRASIL S.A.,100,Por evento
360305,CAIXA ECONOMICA FEDERAL,90,Por evento
60518222,BANCO SUMITOMO MITSUI BRASILEIRO S.A.,90,Por evento
4902979,BANCO DA AMAZONIA S.A.,90,Por evento
7656500,BANCO KDB DO BRASIL S.A.,50,Por evento
61533584,BANCO SOCIETE GENERALE BRASIL S.A.,50,Por evento
71677850,FRENTE CORRETORA DE CÂMBIO S.A.,50,Por evento
68987,COOPERATIVA DE CRÉDITO SICOOB ARACREDI LTDA - SICOOB ARACREDI,0,-
20833976,COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE TIMÓTEO LTDA. - COOPERTIM,0,-
71237184,COOPERATIVA DE CRÉDITO CREDIBELO LTDA. - SICOOB CREDIBELO,0,-
33923111,BRKB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0,-
88043187,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PROLEC GE BRASIL TRANSMISSÃO DE ENERGIA S.A.,0,-
5790149,CENTRAL COOPERATIVA DE CRÉDITO NO ESTADO DO ESPÍRITO SANTO - CECOOP,0,-
24933830,BB-BANCO DE INVESTIMENTO S/A,0,-
4062902,OZ CORRETORA DE CÂMBIO S.A.,0,-
33264668,BANCO XP S.A.,0,-
17354911,COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,0,-
42272526,BNY MELLON BANCO S.A.,0,-
